legacy_url,destination_url,resolution_type,notes
/pretrained-workers/b2b-lead-research-agent/,/library/sales/b2b-lead-research-agent/,exact_duplicate,Old resolver exposed the newer template by its internal code
/pretrained-workers/b2b-lead-research-agent/hire/,/library/sales/b2b-lead-research-agent/hire/,exact_duplicate,Legacy creation endpoint for the newer template code
/pretrained-workers/b2b-lead-research-agent/spawn/,/library/sales/b2b-lead-research-agent/spawn/,exact_duplicate,Legacy launch endpoint for the newer template code
/pretrained-workers/tpl-03a4ebebb2e0/,/library/business-automation/oss-utility-monetization-architect/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-03a4ebebb2e0/hire/,/library/business-automation/oss-utility-monetization-architect/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-03a4ebebb2e0/spawn/,/library/business-automation/oss-utility-monetization-architect/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-047bc0023211/,/library/home-improvement/composite-deck-planning-assistant/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-047bc0023211/hire/,/library/home-improvement/composite-deck-planning-assistant/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-047bc0023211/spawn/,/library/home-improvement/composite-deck-planning-assistant/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0594e55fa8e1/,/library/it-operations/cloud-automation-system-monitor/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0594e55fa8e1/hire/,/library/it-operations/cloud-automation-system-monitor/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0594e55fa8e1/spawn/,/library/it-operations/cloud-automation-system-monitor/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-06be803cb261/,/library/research/investment-opportunity-scout/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-06be803cb261/hire/,/library/research/investment-opportunity-scout/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-06be803cb261/spawn/,/library/research/investment-opportunity-scout/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-08e0295f4e93/,/library/shopping-deal-tracking/vehicle-deal-finder/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-08e0295f4e93/hire/,/library/shopping-deal-tracking/vehicle-deal-finder/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-08e0295f4e93/spawn/,/library/shopping-deal-tracking/vehicle-deal-finder/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0b09f861bf55/,/library/recruiting/coaching-assessment-specialist-finder/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0b09f861bf55/hire/,/library/recruiting/coaching-assessment-specialist-finder/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0b09f861bf55/spawn/,/library/recruiting/coaching-assessment-specialist-finder/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0db5a03f11c1/,/library/recruiting/talent-scout-capital-projects-pm/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0db5a03f11c1/hire/,/library/recruiting/talent-scout-capital-projects-pm/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0db5a03f11c1/spawn/,/library/recruiting/talent-scout-capital-projects-pm/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0f0daf017f57/,/library/hr/bilingual-talent-sourcer/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0f0daf017f57/hire/,/library/hr/bilingual-talent-sourcer/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0f0daf017f57/spawn/,/library/hr/bilingual-talent-sourcer/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0f2e3264eb25/,/library/recruiting/talent-sourcing-assistant/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0f2e3264eb25/hire/,/library/recruiting/talent-sourcing-assistant/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-0f2e3264eb25/spawn/,/library/recruiting/talent-sourcing-assistant/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-12203bdb9209/,/library/productivity/versatile-research-data-assistant-2/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-12203bdb9209/hire/,/library/productivity/versatile-research-data-assistant-2/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-12203bdb9209/spawn/,/library/productivity/versatile-research-data-assistant-2/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-123d8d8489c7/,/library/marketing/digital-asset-promotion-seo-outreach/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-123d8d8489c7/hire/,/library/marketing/digital-asset-promotion-seo-outreach/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-123d8d8489c7/spawn/,/library/marketing/digital-asset-promotion-seo-outreach/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-17b0ae536813/,/library/sales/lead-generation-outreach-specialist/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-17b0ae536813/hire/,/library/sales/lead-generation-outreach-specialist/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-17b0ae536813/spawn/,/library/sales/lead-generation-outreach-specialist/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-22c98d4f9ec7/,/library/real-estate/rural-property-homestead-scout/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-22c98d4f9ec7/hire/,/library/real-estate/rural-property-homestead-scout/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-22c98d4f9ec7/spawn/,/library/real-estate/rural-property-homestead-scout/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-23f7226cf42f/,/library/recruiting/talent-sourcing-specialist/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-23f7226cf42f/hire/,/library/recruiting/talent-sourcing-specialist/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-23f7226cf42f/spawn/,/library/recruiting/talent-sourcing-specialist/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-24b689ec3ef8/,/library/lead-generation/real-estate-operations-lead-finder/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-24b689ec3ef8/hire/,/library/lead-generation/real-estate-operations-lead-finder/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-24b689ec3ef8/spawn/,/library/lead-generation/real-estate-operations-lead-finder/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-259deb6d37f5/,/library/sales/b2b-lead-hunter/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-259deb6d37f5/hire/,/library/sales/b2b-lead-hunter/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-259deb6d37f5/spawn/,/library/sales/b2b-lead-hunter/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2a3ec836a1cd/,/library/finance/stripe-fraud-dispute-monitor/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2a3ec836a1cd/hire/,/library/finance/stripe-fraud-dispute-monitor/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2a3ec836a1cd/spawn/,/library/finance/stripe-fraud-dispute-monitor/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2b6dc12562ed/,/library/lead-generation/icp-lead-pipeline-builder/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2b6dc12562ed/hire/,/library/lead-generation/icp-lead-pipeline-builder/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2b6dc12562ed/spawn/,/library/lead-generation/icp-lead-pipeline-builder/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2d8c9bf7afd2/,/library/sales-crm/lead-generation-project-coordinator/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2d8c9bf7afd2/hire/,/library/sales-crm/lead-generation-project-coordinator/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2d8c9bf7afd2/spawn/,/library/sales-crm/lead-generation-project-coordinator/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2db8238181de/,/library/productivity/daily-priority-research-brief/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2db8238181de/hire/,/library/productivity/daily-priority-research-brief/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2db8238181de/spawn/,/library/productivity/daily-priority-research-brief/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2e73efd36bee/,/library/market-intelligence/renewable-energy-market-analyst-2/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2e73efd36bee/hire/,/library/market-intelligence/renewable-energy-market-analyst-2/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-2e73efd36bee/spawn/,/library/market-intelligence/renewable-energy-market-analyst-2/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3420b15c27a9/,/library/career/wordpress-job-tracker/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3420b15c27a9/hire/,/library/career/wordpress-job-tracker/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3420b15c27a9/spawn/,/library/career/wordpress-job-tracker/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-356ffb85744b/,/library/sales-outreach/construction-industry-lead-prospector/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-356ffb85744b/hire/,/library/sales-outreach/construction-industry-lead-prospector/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-356ffb85744b/spawn/,/library/sales-outreach/construction-industry-lead-prospector/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3b9038a2ec07/,/library/legal/legal-case-tracker/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3b9038a2ec07/hire/,/library/legal/legal-case-tracker/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3b9038a2ec07/spawn/,/library/legal/legal-case-tracker/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3c921ac80259/,/library/recruitment/industrial-maintenance-talent-scout/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3c921ac80259/hire/,/library/recruitment/industrial-maintenance-talent-scout/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3c921ac80259/spawn/,/library/recruitment/industrial-maintenance-talent-scout/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3cc144f89d77/,/library/growth/sales-talent-sourcing-seo-link-automator/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3cc144f89d77/hire/,/library/growth/sales-talent-sourcing-seo-link-automator/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3cc144f89d77/spawn/,/library/growth/sales-talent-sourcing-seo-link-automator/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3e0fc6d20640/,/library/market-research/regional-gaming-betting-compliance-monitor/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3e0fc6d20640/hire/,/library/market-research/regional-gaming-betting-compliance-monitor/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-3e0fc6d20640/spawn/,/library/market-research/regional-gaming-betting-compliance-monitor/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-40c99cdb134d/,/library/sales/b2b-sales-lead-generator/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-40c99cdb134d/hire/,/library/sales/b2b-sales-lead-generator/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-40c99cdb134d/spawn/,/library/sales/b2b-sales-lead-generator/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-508ef3ad9f20/,/library/sales/multi-channel-prospect-warming-lead-gen/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-508ef3ad9f20/hire/,/library/sales/multi-channel-prospect-warming-lead-gen/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-508ef3ad9f20/spawn/,/library/sales/multi-channel-prospect-warming-lead-gen/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-553292e1a543/,/library/automation-planning/autonomous-task-planner/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-553292e1a543/hire/,/library/automation-planning/autonomous-task-planner/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-553292e1a543/spawn/,/library/automation-planning/autonomous-task-planner/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-5677646ecb1c/,/library/research/market-research-data-analyst/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-5677646ecb1c/hire/,/library/research/market-research-data-analyst/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-5677646ecb1c/spawn/,/library/research/market-research-data-analyst/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-568f39c9cf6d/,/library/operations/collaborative-executive-assistant/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-568f39c9cf6d/hire/,/library/operations/collaborative-executive-assistant/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-568f39c9cf6d/spawn/,/library/operations/collaborative-executive-assistant/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-57c03243aec0/,/library/education/assistente-de-pesquisa-academica-e-publicacao/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-57c03243aec0/hire/,/library/education/assistente-de-pesquisa-academica-e-publicacao/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-57c03243aec0/spawn/,/library/education/assistente-de-pesquisa-academica-e-publicacao/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-592100bd2edb/,/library/productivity/adaptive-conversational-assistant/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-592100bd2edb/hire/,/library/productivity/adaptive-conversational-assistant/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-592100bd2edb/spawn/,/library/productivity/adaptive-conversational-assistant/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-597fb654d6f8/,/library/procurement/procurement-price-monitor/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-597fb654d6f8/hire/,/library/procurement/procurement-price-monitor/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-597fb654d6f8/spawn/,/library/procurement/procurement-price-monitor/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-5d60ffcbeeaa/,/library/research/daily-ai-strategy-news-briefing/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-5d60ffcbeeaa/hire/,/library/research/daily-ai-strategy-news-briefing/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-5d60ffcbeeaa/spawn/,/library/research/daily-ai-strategy-news-briefing/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-5dc4bd813228/,/library/real-estate/real-estate-market-analyst/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-5dc4bd813228/hire/,/library/real-estate/real-estate-market-analyst/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-5dc4bd813228/spawn/,/library/real-estate/real-estate-market-analyst/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-60f01ecdd31f/,/library/research/corporate-leadership-researcher/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-60f01ecdd31f/hire/,/library/research/corporate-leadership-researcher/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-60f01ecdd31f/spawn/,/library/research/corporate-leadership-researcher/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-613e6c63700d/,/library/research/renewable-energy-market-analyst/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-613e6c63700d/hire/,/library/research/renewable-energy-market-analyst/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-613e6c63700d/spawn/,/library/research/renewable-energy-market-analyst/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-62de76261e7a/,/library/operations/strategic-cto-operations-architect/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-62de76261e7a/hire/,/library/operations/strategic-cto-operations-architect/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
